id,name,link,abbreviation,teamName,locationName,firstYearOfPlay,shortName,officialSiteUrl,franchiseId,active,venueName,venueLink,venueCity,venueTimeZoneId,venueTimeZoneOffset,venueTimeZoneTz,divisionId,divisionName,divisionLink,conferenceId,conferenceName,conferenceLink,franchiseFranchiseId,franchiseTeamName,franchiseLink,venueId,season,divisionNameShort,divisionAbbreviation
22,Edmonton Oilers,/api/v1/teams/22,EDM,Oilers,Edmonton,1979,Edmonton,http://www.edmontonoilers.com/,25,True,Rogers Place,/api/v1/venues/5100,Edmonton,America/Edmonton,-7,MST,5,Northwest,/api/v1/divisions/5,2,Western,/api/v1/conferences/2,25,Oilers,/api/v1/franchises/25,5100.0,20022003,,
23,Vancouver Canucks,/api/v1/teams/23,VAN,Canucks,Vancouver,1970,Vancouver,http://www.canucks.com/,20,True,Rogers Arena,/api/v1/venues/5073,Vancouver,America/Vancouver,-8,PST,5,Northwest,/api/v1/divisions/5,2,Western,/api/v1/conferences/2,20,Canucks,/api/v1/franchises/20,5073.0,20022003,,
24,Anaheim Ducks,/api/v1/teams/24,ANA,Ducks,Anaheim,1993,Anaheim,http://www.anaheimducks.com/,32,True,Honda Center,/api/v1/venues/5046,Anaheim,America/Los_Angeles,-8,PST,6,Pacific,/api/v1/divisions/6,2,Western,/api/v1/conferences/2,32,Ducks,/api/v1/franchises/32,5046.0,20022003,,
25,Dallas Stars,/api/v1/teams/25,DAL,Stars,Dallas,1993,Dallas,http://www.dallasstars.com/,15,True,American Airlines Center,/api/v1/venues/5019,Dallas,America/Chicago,-6,CST,6,Pacific,/api/v1/divisions/6,2,Western,/api/v1/conferences/2,15,Stars,/api/v1/franchises/15,5019.0,20022003,,
26,Los Angeles Kings,/api/v1/teams/26,LAK,Kings,Los Angeles,1967,Los Angeles,http://www.lakings.com/,14,True,Crypto.com Arena,/api/v1/venues/null,Los Angeles,America/Los_Angeles,-8,PST,6,Pacific,/api/v1/divisions/6,2,Western,/api/v1/conferences/2,14,Kings,/api/v1/franchises/14,,20022003,,
27,Phoenix Coyotes,/api/v1/teams/27,PHX,Coyotes,Phoenix,1996,Phoenix,http://www.arizonacoyotes.com/,28,False,Jobing.com Arena,/api/v1/venues/null,Glendale,America/Phoenix,-7,MST,6,Pacific,/api/v1/divisions/6,2,Western,/api/v1/conferences/2,28,Coyotes,/api/v1/franchises/28,,20022003,,
28,San Jose Sharks,/api/v1/teams/28,SJS,Sharks,San Jose,1991,San Jose,http://www.sjsharks.com/,29,True,SAP Center at San Jose,/api/v1/venues/null,San Jose,America/Los_Angeles,-8,PST,6,Pacific,/api/v1/divisions/6,2,Western,/api/v1/conferences/2,29,Sharks,/api/v1/franchises/29,,20022003,,
29,Columbus Blue Jackets,/api/v1/teams/29,CBJ,Blue Jackets,Columbus,2000,Columbus,http://www.bluejackets.com/,36,True,Nationwide Arena,/api/v1/venues/5059,Columbus,America/New_York,-5,EST,4,Central,/api/v1/divisions/4,2,Western,/api/v1/conferences/2,36,Blue Jackets,/api/v1/franchises/36,5059.0,20022003,,
30,Minnesota Wild,/api/v1/teams/30,MIN,Wild,Minnesota,2000,Minnesota,http://www.wild.com/,37,True,Xcel Energy Center,/api/v1/venues/5098,St. Paul,America/Chicago,-6,CST,5,Northwest,/api/v1/divisions/5,2,Western,/api/v1/conferences/2,37,Wild,/api/v1/franchises/37,5098.0,20022003,,
1,New Jersey Devils,/api/v1/teams/1,NJD,Devils,New Jersey,1982,New Jersey,http://www.newjerseydevils.com/,23,True,Prudential Center,/api/v1/venues/null,Newark,America/New_York,-5,EST,1,Atlantic,/api/v1/divisions/1,1,Eastern,/api/v1/conferences/1,23,Devils,/api/v1/franchises/23,,20032004,,
2,New York Islanders,/api/v1/teams/2,NYI,Islanders,New York,1972,NY Islanders,http://www.newyorkislanders.com/,22,True,UBS Arena,/api/v1/venues/null,Elmont,America/New_York,-5,EST,1,Atlantic,/api/v1/divisions/1,1,Eastern,/api/v1/conferences/1,22,Islanders,/api/v1/franchises/22,,20032004,,
3,New York Rangers,/api/v1/teams/3,NYR,Rangers,New York,1926,NY Rangers,http://www.newyorkrangers.com/,10,True,Madison Square Garden,/api/v1/venues/5054,New York,America/New_York,-5,EST,1,Atlantic,/api/v1/divisions/1,1,Eastern,/api/v1/conferences/1,10,Rangers,/api/v1/franchises/10,5054.0,20032004,,
4,Philadelphia Flyers,/api/v1/teams/4,PHI,Flyers,Philadelphia,1967,Philadelphia,http://www.philadelphiaflyers.com/,16,True,Wells Fargo Center,/api/v1/venues/5096,Philadelphia,America/New_York,-5,EST,1,Atlantic,/api/v1/divisions/1,1,Eastern,/api/v1/conferences/1,16,Flyers,/api/v1/franchises/16,5096.0,20032004,,
5,Pittsburgh Penguins,/api/v1/teams/5,PIT,Penguins,Pittsburgh,1967,Pittsburgh,http://pittsburghpenguins.com/,17,True,PPG Paints Arena,/api/v1/venues/5034,Pittsburgh,America/New_York,-5,EST,1,Atlantic,/api/v1/divisions/1,1,Eastern,/api/v1/conferences/1,17,Penguins,/api/v1/franchises/17,5034.0,20032004,,
6,Boston Bruins,/api/v1/teams/6,BOS,Bruins,Boston,1924,Boston,http://www.bostonbruins.com/,6,True,TD Garden,/api/v1/venues/5085,Boston,America/New_York,-5,EST,2,Northeast,/api/v1/divisions/2,1,Eastern,/api/v1/conferences/1,6,Bruins,/api/v1/franchises/6,5085.0,20032004,,
7,Buffalo Sabres,/api/v1/teams/7,BUF,Sabres,Buffalo,1970,Buffalo,http://www.sabres.com/,19,True,KeyBank Center,/api/v1/venues/5039,Buffalo,America/New_York,-5,EST,2,Northeast,/api/v1/divisions/2,1,Eastern,/api/v1/conferences/1,19,Sabres,/api/v1/franchises/19,5039.0,20032004,,
8,Montréal Canadiens,/api/v1/teams/8,MTL,Canadiens,Montréal,1917,Montréal,http://www.canadiens.com/,1,True,Bell Centre,/api/v1/venues/5028,Montréal,America/Montreal,-5,EST,2,Northeast,/api/v1/divisions/2,1,Eastern,/api/v1/conferences/1,1,Canadiens,/api/v1/franchises/1,5028.0,20032004,,
9,Ottawa Senators,/api/v1/teams/9,OTT,Senators,Ottawa,1992,Ottawa,http://www.ottawasenators.com/,30,True,Canadian Tire Centre,/api/v1/venues/5031,Ottawa,America/New_York,-5,EST,2,Northeast,/api/v1/divisions/2,1,Eastern,/api/v1/conferences/1,30,Senators,/api/v1/franchises/30,5031.0,20032004,,
10,Toronto Maple Leafs,/api/v1/teams/10,TOR,Maple Leafs,Toronto,1927,Toronto,http://www.mapleleafs.com/,5,True,Scotiabank Arena,/api/v1/venues/null,Toronto,America/Toronto,-5,EST,2,Northeast,/api/v1/divisions/2,1,Eastern,/api/v1/conferences/1,5,Maple Leafs,/api/v1/franchises/5,,20032004,,
11,Atlanta Thrashers,/api/v1/teams/11,ATL,Thrashers,Atlanta,1999,Atlanta,http://www.atlantathrashers.com/,35,False,Philips Arena,/api/v1/venues/null,Atlanta,America/New_York,-5,EST,3,Southeast,/api/v1/divisions/3,1,Eastern,/api/v1/conferences/1,35,Jets,/api/v1/franchises/35,,20032004,,
12,Carolina Hurricanes,/api/v1/teams/12,CAR,Hurricanes,Carolina,1997,Carolina,http://www.carolinahurricanes.com/,26,True,PNC Arena,/api/v1/venues/5066,Raleigh,America/New_York,-5,EST,3,Southeast,/api/v1/divisions/3,1,Eastern,/api/v1/conferences/1,26,Hurricanes,/api/v1/franchises/26,5066.0,20032004,,
13,Florida Panthers,/api/v1/teams/13,FLA,Panthers,Florida,1993,Florida,http://www.floridapanthers.com/,33,True,FLA Live Arena,/api/v1/venues/5027,Sunrise,America/New_York,-5,EST,3,Southeast,/api/v1/divisions/3,1,Eastern,/api/v1/conferences/1,33,Panthers,/api/v1/franchises/33,5027.0,20032004,,
14,Tampa Bay Lightning,/api/v1/teams/14,TBL,Lightning,Tampa Bay,1992,Tampa Bay,http://www.tampabaylightning.com/,31,True,AMALIE Arena,/api/v1/venues/null,Tampa,America/New_York,-5,EST,3,Southeast,/api/v1/divisions/3,1,Eastern,/api/v1/conferences/1,31,Lightning,/api/v1/franchises/31,,20032004,,
15,Washington Capitals,/api/v1/teams/15,WSH,Capitals,Washington,1974,Washington,http://www.washingtoncapitals.com/,24,True,Capital One Arena,/api/v1/venues/5094,Washington,America/New_York,-5,EST,3,Southeast,/api/v1/divisions/3,1,Eastern,/api/v1/conferences/1,24,Capitals,/api/v1/franchises/24,5094.0,20032004,,
16,Chicago Blackhawks,/api/v1/teams/16,CHI,Blackhawks,Chicago,1926,Chicago,http://www.chicagoblackhawks.com/,11,True,United Center,/api/v1/venues/5092,Chicago,America/Chicago,-6,CST,4,Central,/api/v1/divisions/4,2,Western,/api/v1/conferences/2,11,Blackhawks,/api/v1/franchises/11,5092.0,20032004,,
17,Detroit Red Wings,/api/v1/teams/17,DET,Red Wings,Detroit,1932,Detroit,http://www.detroitredwings.com/,12,True,Little Caesars Arena,/api/v1/venues/5145,Detroit,America/Detroit,-5,EST,4,Central,/api/v1/divisions/4,2,Western,/api/v1/conferences/2,12,Red Wings,/api/v1/franchises/12,5145.0,20032004,,
18,Nashville Predators,/api/v1/teams/18,NSH,Predators,Nashville,1998,Nashville,http://www.nashvillepredators.com/,34,True,Bridgestone Arena,/api/v1/venues/5030,Nashville,America/Chicago,-6,CST,4,Central,/api/v1/divisions/4,2,Western,/api/v1/conferences/2,34,Predators,/api/v1/franchises/34,5030.0,20032004,,
19,St. Louis Blues,/api/v1/teams/19,STL,Blues,St. Louis,1967,St Louis,http://www.stlouisblues.com/,18,True,Enterprise Center,/api/v1/venues/5076,St. Louis,America/Chicago,-6,CST,4,Central,/api/v1/divisions/4,2,Western,/api/v1/conferences/2,18,Blues,/api/v1/franchises/18,5076.0,20032004,,
20,Calgary Flames,/api/v1/teams/20,CGY,Flames,Calgary,1980,Calgary,http://www.calgaryflames.com/,21,True,Scotiabank Saddledome,/api/v1/venues/5075,Calgary,America/Denver,-7,MST,5,Northwest,/api/v1/divisions/5,2,Western,/api/v1/conferences/2,21,Flames,/api/v1/franchises/21,5075.0,20032004,,
21,Colorado Avalanche,/api/v1/teams/21,COL,Avalanche,Colorado,1995,Colorado,http://www.coloradoavalanche.com/,27,True,Ball Arena,/api/v1/venues/5064,Denver,America/Denver,-7,MST,5,Northwest,/api/v1/divisions/5,2,Western,/api/v1/conferences/2,27,Avalanche,/api/v1/franchises/27,5064.0,20032004,,
22,Edmonton Oilers,/api/v1/teams/22,EDM,Oilers,Edmonton,1979,Edmonton,http://www.edmontonoilers.com/,25,True,Rogers Place,/api/v1/venues/5100,Edmonton,America/Edmonton,-7,MST,5,Northwest,/api/v1/divisions/5,2,Western,/api/v1/conferences/2,25,Oilers,/api/v1/franchises/25,5100.0,20032004,,
23,Vancouver Canucks,/api/v1/teams/23,VAN,Canucks,Vancouver,1970,Vancouver,http://www.canucks.com/,20,True,Rogers Arena,/api/v1/venues/5073,Vancouver,America/Vancouver,-8,PST,5,Northwest,/api/v1/divisions/5,2,Western,/api/v1/conferences/2,20,Canucks,/api/v1/franchises/20,5073.0,20032004,,
24,Anaheim Ducks,/api/v1/teams/24,ANA,Ducks,Anaheim,1993,Anaheim,http://www.anaheimducks.com/,32,True,Honda Center,/api/v1/venues/5046,Anaheim,America/Los_Angeles,-8,PST,6,Pacific,/api/v1/divisions/6,2,Western,/api/v1/conferences/2,32,Ducks,/api/v1/franchises/32,5046.0,20032004,,
25,Dallas Stars,/api/v1/teams/25,DAL,Stars,Dallas,1993,Dallas,http://www.dallasstars.com/,15,True,American Airlines Center,/api/v1/venues/5019,Dallas,America/Chicago,-6,CST,6,Pacific,/api/v1/divisions/6,2,Western,/api/v1/conferences/2,15,Stars,/api/v1/franchises/15,5019.0,20032004,,
26,Los Angeles Kings,/api/v1/teams/26,LAK,Kings,Los Angeles,1967,Los Angeles,http://www.lakings.com/,14,True,Crypto.com Arena,/api/v1/venues/null,Los Angeles,America/Los_Angeles,-8,PST,6,Pacific,/api/v1/divisions/6,2,Western,/api/v1/conferences/2,14,Kings,/api/v1/franchises/14,,20032004,,
27,Phoenix Coyotes,/api/v1/teams/27,PHX,Coyotes,Phoenix,1996,Phoenix,http://www.arizonacoyotes.com/,28,False,Jobing.com Arena,/api/v1/venues/null,Glendale,America/Phoenix,-7,MST,6,Pacific,/api/v1/divisions/6,2,Western,/api/v1/conferences/2,28,Coyotes,/api/v1/franchises/28,,20032004,,
28,San Jose Sharks,/api/v1/teams/28,SJS,Sharks,San Jose,1991,San Jose,http://www.sjsharks.com/,29,True,SAP Center at San Jose,/api/v1/venues/null,San Jose,America/Los_Angeles,-8,PST,6,Pacific,/api/v1/divisions/6,2,Western,/api/v1/conferences/2,29,Sharks,/api/v1/franchises/29,,20032004,,
29,Columbus Blue Jackets,/api/v1/teams/29,CBJ,Blue Jackets,Columbus,2000,Columbus,http://www.bluejackets.com/,36,True,Nationwide Arena,/api/v1/venues/5059,Columbus,America/New_York,-5,EST,4,Central,/api/v1/divisions/4,2,Western,/api/v1/conferences/2,36,Blue Jackets,/api/v1/franchises/36,5059.0,20032004,,
30,Minnesota Wild,/api/v1/teams/30,MIN,Wild,Minnesota,2000,Minnesota,http://www.wild.com/,37,True,Xcel Energy Center,/api/v1/venues/5098,St. Paul,America/Chicago,-6,CST,5,Northwest,/api/v1/divisions/5,2,Western,/api/v1/conferences/2,37,Wild,/api/v1/franchises/37,5098.0,20032004,,
1,New Jersey Devils,/api/v1/teams/1,NJD,Devils,New Jersey,1982,New Jersey,http://www.newjerseydevils.com/,23,True,Prudential Center,/api/v1/venues/null,Newark,America/New_York,-5,EST,1,Atlantic,/api/v1/divisions/1,1,Eastern,/api/v1/conferences/1,23,Devils,/api/v1/franchises/23,,20052006,,
2,New York Islanders,/api/v1/teams/2,NYI,Islanders,New York,1972,NY Islanders,http://www.newyorkislanders.com/,22,True,UBS Arena,/api/v1/venues/null,Elmont,America/New_York,-5,EST,1,Atlantic,/api/v1/divisions/1,1,Eastern,/api/v1/conferences/1,22,Islanders,/api/v1/franchises/22,,20052006,,
3,New York Rangers,/api/v1/teams/3,NYR,Rangers,New York,1926,NY Rangers,http://www.newyorkrangers.com/,10,True,Madison Square Garden,/api/v1/venues/5054,New York,America/New_York,-5,EST,1,Atlantic,/api/v1/divisions/1,1,Eastern,/api/v1/conferences/1,10,Rangers,/api/v1/franchises/10,5054.0,20052006,,
4,Philadelphia Flyers,/api/v1/teams/4,PHI,Flyers,Philadelphia,1967,Philadelphia,http://www.philadelphiaflyers.com/,16,True,Wells Fargo Center,/api/v1/venues/5096,Philadelphia,America/New_York,-5,EST,1,Atlantic,/api/v1/divisions/1,1,Eastern,/api/v1/conferences/1,16,Flyers,/api/v1/franchises/16,5096.0,20052006,,
5,Pittsburgh Penguins,/api/v1/teams/5,PIT,Penguins,Pittsburgh,1967,Pittsburgh,http://pittsburghpenguins.com/,17,True,PPG Paints Arena,/api/v1/venues/5034,Pittsburgh,America/New_York,-5,EST,1,Atlantic,/api/v1/divisions/1,1,Eastern,/api/v1/conferences/1,17,Penguins,/api/v1/franchises/17,5034.0,20052006,,
6,Boston Bruins,/api/v1/teams/6,BOS,Bruins,Boston,1924,Boston,http://www.bostonbruins.com/,6,True,TD Garden,/api/v1/venues/5085,Boston,America/New_York,-5,EST,2,Northeast,/api/v1/divisions/2,1,Eastern,/api/v1/conferences/1,6,Bruins,/api/v1/franchises/6,5085.0,20052006,,
7,Buffalo Sabres,/api/v1/teams/7,BUF,Sabres,Buffalo,1970,Buffalo,http://www.sabres.com/,19,True,KeyBank Center,/api/v1/venues/5039,Buffalo,America/New_York,-5,EST,2,Northeast,/api/v1/divisions/2,1,Eastern,/api/v1/conferences/1,19,Sabres,/api/v1/franchises/19,5039.0,20052006,,
8,Montréal Canadiens,/api/v1/teams/8,MTL,Canadiens,Montréal,1917,Montréal,http://www.canadiens.com/,1,True,Bell Centre,/api/v1/venues/5028,Montréal,America/Montreal,-5,EST,2,Northeast,/api/v1/divisions/2,1,Eastern,/api/v1/conferences/1,1,Canadiens,/api/v1/franchises/1,5028.0,20052006,,
9,Ottawa Senators,/api/v1/teams/9,OTT,Senators,Ottawa,1992,Ottawa,http://www.ottawasenators.com/,30,True,Canadian Tire Centre,/api/v1/venues/5031,Ottawa,America/New_York,-5,EST,2,Northeast,/api/v1/divisions/2,1,Eastern,/api/v1/conferences/1,30,Senators,/api/v1/franchises/30,5031.0,20052006,,
10,Toronto Maple Leafs,/api/v1/teams/10,TOR,Maple Leafs,Toronto,1927,Toronto,http://www.mapleleafs.com/,5,True,Scotiabank Arena,/api/v1/venues/null,Toronto,America/Toronto,-5,EST,2,Northeast,/api/v1/divisions/2,1,Eastern,/api/v1/conferences/1,5,Maple Leafs,/api/v1/franchises/5,,20052006,,
11,Atlanta Thrashers,/api/v1/teams/11,ATL,Thrashers,Atlanta,1999,Atlanta,http://www.atlantathrashers.com/,35,False,Philips Arena,/api/v1/venues/null,Atlanta,America/New_York,-5,EST,3,Southeast,/api/v1/divisions/3,1,Eastern,/api/v1/conferences/1,35,Jets,/api/v1/franchises/35,,20052006,,
12,Carolina Hurricanes,/api/v1/teams/12,CAR,Hurricanes,Carolina,1997,Carolina,http://www.carolinahurricanes.com/,26,True,PNC Arena,/api/v1/venues/5066,Raleigh,America/New_York,-5,EST,3,Southeast,/api/v1/divisions/3,1,Eastern,/api/v1/conferences/1,26,Hurricanes,/api/v1/franchises/26,5066.0,20052006,,
13,Florida Panthers,/api/v1/teams/13,FLA,Panthers,Florida,1993,Florida,http://www.floridapanthers.com/,33,True,FLA Live Arena,/api/v1/venues/5027,Sunrise,America/New_York,-5,EST,3,Southeast,/api/v1/divisions/3,1,Eastern,/api/v1/conferences/1,33,Panthers,/api/v1/franchises/33,5027.0,20052006,,
14,Tampa Bay Lightning,/api/v1/teams/14,TBL,Lightning,Tampa Bay,1992,Tampa Bay,http://www.tampabaylightning.com/,31,True,AMALIE Arena,/api/v1/venues/null,Tampa,America/New_York,-5,EST,3,Southeast,/api/v1/divisions/3,1,Eastern,/api/v1/conferences/1,31,Lightning,/api/v1/franchises/31,,20052006,,
15,Washington Capitals,/api/v1/teams/15,WSH,Capitals,Washington,1974,Washington,http://www.washingtoncapitals.com/,24,True,Capital One Arena,/api/v1/venues/5094,Washington,America/New_York,-5,EST,3,Southeast,/api/v1/divisions/3,1,Eastern,/api/v1/conferences/1,24,Capitals,/api/v1/franchises/24,5094.0,20052006,,
16,Chicago Blackhawks,/api/v1/teams/16,CHI,Blackhawks,Chicago,1926,Chicago,http://www.chicagoblackhawks.com/,11,True,United Center,/api/v1/venues/5092,Chicago,America/Chicago,-6,CST,4,Central,/api/v1/divisions/4,2,Western,/api/v1/conferences/2,11,Blackhawks,/api/v1/franchises/11,5092.0,20052006,,
17,Detroit Red Wings,/api/v1/teams/17,DET,Red Wings,Detroit,1932,Detroit,http://www.detroitredwings.com/,12,True,Little Caesars Arena,/api/v1/venues/5145,Detroit,America/Detroit,-5,EST,4,Central,/api/v1/divisions/4,2,Western,/api/v1/conferences/2,12,Red Wings,/api/v1/franchises/12,5145.0,20052006,,
18,Nashville Predators,/api/v1/teams/18,NSH,Predators,Nashville,1998,Nashville,http://www.nashvillepredators.com/,34,True,Bridgestone Arena,/api/v1/venues/5030,Nashville,America/Chicago,-6,CST,4,Central,/api/v1/divisions/4,2,Western,/api/v1/conferences/2,34,Predators,/api/v1/franchises/34,5030.0,20052006,,
19,St. Louis Blues,/api/v1/teams/19,STL,Blues,St. Louis,1967,St Louis,http://www.stlouisblues.com/,18,True,Enterprise Center,/api/v1/venues/5076,St. Louis,America/Chicago,-6,CST,4,Central,/api/v1/divisions/4,2,Western,/api/v1/conferences/2,18,Blues,/api/v1/franchises/18,5076.0,20052006,,
20,Calgary Flames,/api/v1/teams/20,CGY,Flames,Calgary,1980,Calgary,http://www.calgaryflames.com/,21,True,Scotiabank Saddledome,/api/v1/venues/5075,Calgary,America/Denver,-7,MST,5,Northwest,/api/v1/divisions/5,2,Western,/api/v1/conferences/2,21,Flames,/api/v1/franchises/21,5075.0,20052006,,
21,Colorado Avalanche,/api/v1/teams/21,COL,Avalanche,Colorado,1995,Colorado,http://www.coloradoavalanche.com/,27,True,Ball Arena,/api/v1/venues/5064,Denver,America/Denver,-7,MST,5,Northwest,/api/v1/divisions/5,2,Western,/api/v1/conferences/2,27,Avalanche,/api/v1/franchises/27,5064.0,20052006,,
22,Edmonton Oilers,/api/v1/teams/22,EDM,Oilers,Edmonton,1979,Edmonton,http://www.edmontonoilers.com/,25,True,Rogers Place,/api/v1/venues/5100,Edmonton,America/Edmonton,-7,MST,5,Northwest,/api/v1/divisions/5,2,Western,/api/v1/conferences/2,25,Oilers,/api/v1/franchises/25,5100.0,20052006,,
23,Vancouver Canucks,/api/v1/teams/23,VAN,Canucks,Vancouver,1970,Vancouver,http://www.canucks.com/,20,True,Rogers Arena,/api/v1/venues/5073,Vancouver,America/Vancouver,-8,PST,5,Northwest,/api/v1/divisions/5,2,Western,/api/v1/conferences/2,20,Canucks,/api/v1/franchises/20,5073.0,20052006,,
24,Anaheim Ducks,/api/v1/teams/24,ANA,Ducks,Anaheim,1993,Anaheim,http://www.anaheimducks.com/,32,True,Honda Center,/api/v1/venues/5046,Anaheim,America/Los_Angeles,-8,PST,6,Pacific,/api/v1/divisions/6,2,Western,/api/v1/conferences/2,32,Ducks,/api/v1/franchises/32,5046.0,20052006,,
25,Dallas Stars,/api/v1/teams/25,DAL,Stars,Dallas,1993,Dallas,http://www.dallasstars.com/,15,True,American Airlines Center,/api/v1/venues/5019,Dallas,America/Chicago,-6,CST,6,Pacific,/api/v1/divisions/6,2,Western,/api/v1/conferences/2,15,Stars,/api/v1/franchises/15,5019.0,20052006,,
26,Los Angeles Kings,/api/v1/teams/26,LAK,Kings,Los Angeles,1967,Los Angeles,http://www.lakings.com/,14,True,Crypto.com Arena,/api/v1/venues/null,Los Angeles,America/Los_Angeles,-8,PST,6,Pacific,/api/v1/divisions/6,2,Western,/api/v1/conferences/2,14,Kings,/api/v1/franchises/14,,20052006,,
27,Phoenix Coyotes,/api/v1/teams/27,PHX,Coyotes,Phoenix,1996,Phoenix,http://www.arizonacoyotes.com/,28,False,Jobing.com Arena,/api/v1/venues/null,Glendale,America/Phoenix,-7,MST,6,Pacific,/api/v1/divisions/6,2,Western,/api/v1/conferences/2,28,Coyotes,/api/v1/franchises/28,,20052006,,
28,San Jose Sharks,/api/v1/teams/28,SJS,Sharks,San Jose,1991,San Jose,http://www.sjsharks.com/,29,True,SAP Center at San Jose,/api/v1/venues/null,San Jose,America/Los_Angeles,-8,PST,6,Pacific,/api/v1/divisions/6,2,Western,/api/v1/conferences/2,29,Sharks,/api/v1/franchises/29,,20052006,,
29,Columbus Blue Jackets,/api/v1/teams/29,CBJ,Blue Jackets,Columbus,2000,Columbus,http://www.bluejackets.com/,36,True,Nationwide Arena,/api/v1/venues/5059,Columbus,America/New_York,-5,EST,4,Central,/api/v1/divisions/4,2,Western,/api/v1/conferences/2,36,Blue Jackets,/api/v1/franchises/36,5059.0,20052006,,
30,Minnesota Wild,/api/v1/teams/30,MIN,Wild,Minnesota,2000,Minnesota,http://www.wild.com/,37,True,Xcel Energy Center,/api/v1/venues/5098,St. Paul,America/Chicago,-6,CST,5,Northwest,/api/v1/divisions/5,2,Western,/api/v1/conferences/2,37,Wild,/api/v1/franchises/37,5098.0,20052006,,
1,New Jersey Devils,/api/v1/teams/1,NJD,Devils,New Jersey,1982,New Jersey,http://www.newjerseydevils.com/,23,True,Prudential Center,/api/v1/venues/null,Newark,America/New_York,-5,EST,1,Atlantic,/api/v1/divisions/1,1,Eastern,/api/v1/conferences/1,23,Devils,/api/v1/franchises/23,,20062007,,
2,New York Islanders,/api/v1/teams/2,NYI,Islanders,New York,1972,NY Islanders,http://www.newyorkislanders.com/,22,True,UBS Arena,/api/v1/venues/null,Elmont,America/New_York,-5,EST,1,Atlantic,/api/v1/divisions/1,1,Eastern,/api/v1/conferences/1,22,Islanders,/api/v1/franchises/22,,20062007,,
3,New York Rangers,/api/v1/teams/3,NYR,Rangers,New York,1926,NY Rangers,http://www.newyorkrangers.com/,10,True,Madison Square Garden,/api/v1/venues/5054,New York,America/New_York,-5,EST,1,Atlantic,/api/v1/divisions/1,1,Eastern,/api/v1/conferences/1,10,Rangers,/api/v1/franchises/10,5054.0,20062007,,
